ext_id,name,kcal,protein,carb,fat,fiber
169359,"Yardlong bean, cooked, boiled, drained, with salt",47.0,2.53,9.17,0.1,0
169360,"Corn, sweet, white, canned, whole kernel, no salt added, solids and liquids",64.0,1.95,15.41,0.5,0.7
169361,"Corn, sweet, white, canned, whole kernel, drained solids",67.0,2.29,14.34,1.22,2.0
169362,"Corn, sweet, white, canned, cream style, regular pack",74.0,1.74,18.62,0.42,1.2
169363,"Corn, sweet, white, canned, cream style, no salt added",72.0,1.74,18.13,0.42,1.2
169364,"Corn, sweet, white, frozen, kernels cut off cob, boiled, drained, with salt",80.0,2.75,19.56,0.43,2.4
169365,"Corn, sweet, white, frozen, kernels on cob, unprepared",98.0,3.28,23.5,0.78,2.8
169366,"Corn, sweet, white, frozen, kernels on cob, cooked, boiled, drained, without salt",94.0,3.11,22.33,0.74,2.1
169367,"Corn, sweet, white, frozen, kernels on cob, cooked, boiled, drained, with salt",94.0,3.11,22.33,0.74,2.8
169368,"Sesbania flower, cooked, steamed, with salt",21.0,1.14,5.1,0.05,0
169369,"Soybeans, mature seeds, sprouted, cooked, steamed, with salt",81.0,8.47,6.53,4.45,0.8
169370,"Soybeans, mature seeds, sprouted, cooked, stir-fried, with salt",125.0,13.1,9.4,7.1,0.8
169371,"Dock, cooked, boiled, drained, with salt",20.0,1.83,2.93,0.64,0
169372,"Potatoes, mashed, dehydrated, prepared from flakes without milk, whole milk and margarine added",113.0,1.9,15.02,5.6,2.3
169373,"Peppers, sweet, red, freeze-dried",314.0,17.9,68.7,3.0,21.3
169374,"Beans, snap, yellow, canned, regular pack, drained solids",20.0,1.15,4.5,0.1,1.3
169375,"Beans, snap, yellow, canned, no salt added, drained solids",20.0,1.15,4.5,0.1,1.3
169376,"Mushroom, white, exposed to ultraviolet light, raw",22.0,3.09,3.26,0.34,1.0
169377,"Mushrooms, portabella, exposed to ultraviolet light, grilled",29.0,3.28,4.44,0.58,2.2
169378,"Pickles, cucumber, sweet (includes bread and butter pickles)",91.0,0.58,21.15,0.41,1.0
169379,"Pickles, cucumber, sour",11.0,0.33,2.26,0.2,1.2
169380,"Pickles, cucumber, sweet, low sodium (includes bread and butter pickles)",122.0,0.37,33.73,0.26,1.1
169381,"Catsup, low sodium",101.0,1.04,27.4,0.1,0.3
169382,"Mushrooms, enoki, raw",37.0,2.66,7.81,0.29,2.7
169383,"Peppers, sweet, yellow, raw",27.0,1.0,6.32,0.21,0.9
169384,"Tomatoes, sun-dried, packed in oil, drained",213.0,5.06,23.33,14.08,5.8
169385,"Fennel, bulb, raw",31.0,1.24,7.3,0.2,3.1
169386,"Pickle relish, hamburger",129.0,0.63,34.48,0.54,3.2
169387,"Arugula, raw",25.0,2.58,3.65,0.66,1.6
169388,"Nopales, cooked, without salt",15.0,1.35,3.28,0.05,2.0
169389,"Cauliflower, green, raw",31.0,2.95,6.09,0.3,3.2
169390,"Cauliflower, green, cooked, no salt added",32.0,3.04,6.28,0.31,3.3
169391,"Cauliflower, green, cooked, with salt",32.0,3.04,6.28,0.31,3.3
169392,"Broccoli, chinese, cooked",22.0,1.14,3.81,0.72,2.5
169393,"Grape leaves, canned",69.0,4.27,11.71,1.97,9.9
169394,"Pepper, banana, raw",27.0,1.66,5.35,0.45,3.4
169395,"Peppers, serrano, raw",32.0,1.74,6.7,0.44,3.7
169396,"Peppers, ancho, dried",281.0,11.86,51.42,8.2,21.6
169397,"Pickles, chowchow, with cauliflower onion mustard, sweet",121.0,1.5,26.64,0.9,1.5
169398,"Epazote, raw",32.0,0.33,7.44,0.52,3.8
169399,"Fireweed, leaves, raw",103.0,4.71,19.22,2.75,10.6
169400,"Malabar spinach, cooked",23.0,2.98,2.71,0.78,2.1
169401,"Yautia (tannier), raw",98.0,1.46,23.63,0.4,1.5
169402,"Mushrooms, white, microwaved",35.0,3.91,6.04,0.46,2.5
169403,"Mushrooms, maitake, raw",31.0,1.94,6.97,0.19,2.7
169404,"Broccoli, chinese, raw",26.0,1.2,4.67,0.76,2.6
169405,"Fiddlehead ferns, raw",34.0,4.55,5.54,0.4,0
169406,"Seeds, sesame butter, tahini, from unroasted kernels (non-chemically removed seed coat)",607.0,17.95,17.89,56.44,9.3
169407,"Seeds, watermelon seed kernels, dried",557.0,28.33,15.31,47.37,0
169408,"Nuts, chestnuts, japanese, dried",360.0,5.25,81.43,1.24,0
169409,"Nuts, coconut milk, frozen (liquid expressed from grated meat and water)",202.0,1.61,5.58,20.8,0
169410,"Seeds, sesame butter, tahini, from raw and stone ground kernels",570.0,17.81,26.19,48.0,9.3
169411,"Nuts, formulated, wheat-based, all flavors except macadamia, without salt",647.0,13.11,20.79,62.3,5.2
169412,"Seeds, sesame seed kernels, dried (decorticated)",631.0,20.45,11.73,61.21,11.6
169413,"Nuts, chestnuts, japanese, raw",154.0,2.25,34.91,0.53,0
169414,"Seeds, flaxseed",534.0,18.29,28.88,42.16,27.3
169415,"Seeds, pumpkin and squash seed kernels, roasted, with salt added",574.0,29.84,14.71,49.05,6.5
169416,"Seeds, sesame seed kernels, toasted, with salt added (decorticated)",567.0,16.96,26.04,48.0,16.9
169417,"Seeds, sunflower seed kernels from shell, dry roasted, with salt added",546.0,19.33,15.31,49.8,9.0
169418,"Seeds, sunflower seed kernels, dry roasted, with salt added",582.0,19.33,24.07,49.8,9.0
169419,"Nuts, almonds, oil roasted, with salt added",607.0,21.23,17.68,55.17,10.5
169420,"Nuts, almonds, oil roasted, with salt added, smoke flavor",607.0,21.43,17.86,55.89,10.7
169421,"Nuts, cashew nuts, dry roasted, with salt added",574.0,15.31,32.69,46.35,3.0
169422,"Nuts, cashew nuts, oil roasted, with salt added",581.0,16.84,30.16,47.77,3.3
169423,"Nuts, mixed nuts, oil roasted, without peanuts, with salt added",615.0,15.52,22.27,56.17,5.5
169424,"Nuts, pecans, dry roasted, with salt added",710.0,9.5,13.55,74.27,9.4
169425,"Nuts, pecans, oil roasted, with salt added",715.0,9.2,13.01,75.23,9.5
169426,"Nuts, pistachio nuts, dry roasted, with salt added",569.0,21.05,27.55,45.82,10.3
169427,"Nuts, mixed nuts, oil roasted, with peanuts, lightly salted",607.0,20.04,21.05,53.95,7.0
169428,"Nuts, mixed nuts, oil roasted, without peanuts, lightly salted",607.0,17.86,25.0,50.0,7.1
169429,"Beef, grass-fed, strip steaks, lean only, raw",117.0,23.07,0.0,2.69,0.0
169430,"Beef, carcass, separable lean and fat, choice, raw",291.0,17.32,0.0,24.05,0.0
169431,"Beef, carcass, separable lean and fat, select, raw",278.0,17.48,0.0,22.55,0.0
169432,"Beef, brisket, flat half, separable lean and fat, trimmed to 1/8"" fat, select, cooked, braised",280.0,28.97,0.0,17.37,0.0
169433,"Beef, flank, steak, separable lean and fat, trimmed to 0"" fat, choice, raw",165.0,21.22,0.0,8.29,0.0
169434,"Beef, flank, steak, separable lean and fat, trimmed to 0"" fat, choice, cooked, braised",263.0,26.98,0.0,16.44,0.0
169435,"Beef, flank, steak, separable lean and fat, trimmed to 0"" fat, choice, cooked, broiled",202.0,27.55,0.0,9.31,0.0
169436,"Beef, rib, eye, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, choice, cooked, broiled",265.0,26.58,0.0,16.76,0.0
169437,"Beef, rib, eye, small end (ribs 10-12), separable lean only, trimmed to 0"" fat, choice, raw",161.0,20.13,0.0,8.3,0.0
169438,"Beef, rib, eye, small end (ribs 10-12), separable lean only, trimmed to 0"" fat, choice, cooked, broiled",205.0,28.88,0.0,9.01,0.0
169439,"Beef, rib, shortribs, separable lean and fat, choice, raw",390.0,14.4,0.4,36.23,0.0
169440,"Beef, brisket, flat half, separable lean and fat, trimmed to 0"" fat, choice, cooked, braised",221.0,32.21,0.0,9.24,0.0
169441,"Beef, shank crosscuts, separable lean only, trimmed to 1/4"" fat, choice, raw",128.0,21.75,0.0,3.85,0.0
169442,"Beef, shank crosscuts, separable lean only, trimmed to 1/4"" fat, choice, cooked, simmered",201.0,33.68,0.0,6.36,0.0
169443,"Beef, short loin, porterhouse steak, separable lean only, trimmed to 1/8"" fat, choice, raw",161.0,22.13,0.0,7.39,0.0
169444,"Beef, chuck, under blade pot roast, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",216.0,30.54,0.0,10.46,0.0
169445,"Beef, chuck, under blade pot roast or steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",140.0,21.13,0.31,6.07,0.0
169446,"Beef, chuck, under blade pot roast or steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw",145.0,21.19,0.39,6.51,0.0
169447,"Beef, ground, patties, frozen, cooked, broiled",295.0,23.05,0.0,21.83,0.0
169448,"Beef, variety meats and by-products, heart, cooked, simmered",165.0,28.48,0.15,4.73,0.0
169449,"Beef, variety meats and by-products, kidneys, raw",99.0,17.4,0.29,3.09,0.0
169450,"Beef, variety meats and by-products, kidneys, cooked, simmered",158.0,27.27,0.0,4.65,0.0
169451,"Beef, variety meats and by-products, liver, raw",135.0,20.36,3.89,3.63,0.0
169452,"Beef, variety meats and by-products, pancreas, raw",235.0,15.7,0.0,18.6,0.0
169453,"Beef, variety meats and by-products, pancreas, cooked, braised",271.0,27.1,0.0,17.2,0.0
169454,"Beef, variety meats and by-products, spleen, raw",105.0,18.3,0.0,3.0,0.0
169455,"Beef, loin, top loin steak, boneless, lip off, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",211.0,29.22,0.0,9.52,0.0
169456,"Beef, loin, top loin steak, boneless, lip off, separable lean only, trimmed to 0"" fat, select, cooked, grilled",189.0,29.99,0.0,6.74,0.0
169457,"Beef, top sirloin, steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",212.0,29.33,0.0,9.67,0.0
169458,"Beef, top sirloin, steak, separable lean and fat, trimmed to 0"" fat, choice, cooked, broiled",219.0,29.02,0.0,10.54,0.0
169459,"Beef, short loin, porterhouse steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",276.0,23.96,0.0,19.27,0.0
169460,"Beef, short loin, porterhouse steak, separable lean and fat, trimmed to 0"" fat, USDA choice, cooked, broiled",283.0,23.61,0.0,20.15,0.0
169461,"Beef, short loin, porterhouse steak, separable lean and fat, trimmed to 0"" fat, USDA select, cooked, broiled",267.0,24.47,0.0,17.98,0.0
169462,"Beef, short loin, porterhouse steak, separable lean only, trimmed to 1/8"" fat, all grades, raw",155.0,22.32,0.0,6.6,0.0
169463,"Beef, short loin, porterhouse steak, separable lean only, trimmed to 0"" fat, select, cooked, broiled",194.0,26.89,0.0,8.81,0.0
169464,"Beef, short loin, t-bone steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",247.0,24.18,0.0,15.93,0.0
169465,"Beef, short loin, t-bone steak, separable lean and fat, trimmed to 0"" fat, USDA choice, cooked, broiled",258.0,24.05,0.0,17.26,0.0
169466,"Beef, short loin, t-bone steak, separable lean and fat, trimmed to 0"" fat, USDA select, cooked, broiled",230.0,24.38,0.0,14.0,0.0
169467,"Beef, short loin, t-bone steak, bone-in, separable lean only, trimmed to 1/8"" fat, select, cooked, grilled",206.0,28.45,0.0,9.35,0.0
169468,"Beef, short loin, t-bone steak, separable lean only, trimmed to 0"" fat, select, cooked, broiled",177.0,26.0,0.0,7.36,0.0
169469,"Beef, brisket, flat half, separable lean only, trimmed to 0"" fat, select, cooked, braised",198.0,33.9,0.0,5.92,0.0
169470,"Beef, round, tip round, roast, separable lean and fat, trimmed to 0"" fat, all grades, raw",151.0,20.48,0.0,7.01,0.0
169471,"Beef, round, top round steak, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",166.0,30.24,0.0,4.11,0.0
169472,"Beef, round, top round steak, boneless, separable lean only, trimmed to 0"" fat, select, cooked, grilled",158.0,29.81,0.0,3.37,0.0
169473,"Beef, ground, 70% lean meat / 30% fat, crumbles, cooked, pan-browned",270.0,25.56,0.0,17.86,0.0
169474,"Beef, ground, 70% lean meat / 30% fat, loaf, cooked, baked",241.0,23.87,0.0,15.37,0.0
169475,"Beef, shoulder top blade steak, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",202.0,28.28,0.0,9.83,0.0
169476,"Beef, shoulder top blade steak, boneless, separable lean only, trimmed to 0"" fat, select, cooked, grilled",187.0,27.96,0.0,8.34,0.0
169477,"Beef, shoulder top blade steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",139.0,20.36,0.0,6.42,0.0
169478,"Beef, shoulder top blade steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw",143.0,20.35,0.0,6.88,0.0
169479,"Beef, shoulder top blade steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",210.0,27.59,0.0,11.07,0.0
169480,"Beef, shoulder pot roast or steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",123.0,21.64,0.0,4.09,0.0
169481,"Beef, shoulder pot roast or steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw",125.0,21.45,0.11,4.35,0.0
169482,"Beef, shoulder pot roast or steak, boneless, separable lean only, trimmed to 0"" fat, select, raw",121.0,21.93,0.0,3.7,0.0
169483,"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",215.0,20.01,0.0,14.42,0.0
169484,"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked",259.0,26.11,0.0,16.59,0.0
169485,"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, choice, raw",224.0,19.79,0.0,15.42,0.0
169486,"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, choice, cooked",268.0,25.85,0.0,17.68,0.0
169487,"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, select, raw",193.0,19.06,0.0,12.4,0.0
169488,"Beef, brisket, flat half, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised",289.0,28.82,0.0,18.42,0.0
169489,"Beef, brisket, point half, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",267.0,17.65,0.59,20.98,0.0
169490,"Beef, brisket, point half, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised",349.0,24.4,0.0,27.17,0.0
169491,"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",244.0,19.23,0.0,17.98,0.0
169492,"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, select, cooked, braised",295.0,30.05,0.0,18.5,0.0
169493,"Beef, chuck, blade roast, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",248.0,17.16,0.0,19.41,0.0
169494,"Beef, chuck, blade roast, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised",341.0,26.78,0.0,25.12,0.0
169495,"Beef, chuck, blade roast, separable lean and fat, trimmed to 1/8"" fat, choice, raw",268.0,16.98,0.97,21.31,0.0
169496,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean only, trimmed to 0"" fat, choice, cooked, roasted",190.0,26.41,0.0,9.36,0.0
169497,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean only, trimmed to 0"" fat, select, cooked, roasted",172.0,27.02,0.0,7.12,0.0
169498,"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, all grades, raw",306.0,16.53,0.0,26.1,0.0
169499,"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled",337.0,22.42,0.0,26.75,0.0
169500,"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",351.0,22.77,0.0,28.11,0.0
169501,"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, select, cooked, broiled",315.0,22.73,0.0,24.2,0.0
169502,"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted",330.0,23.1,0.0,25.63,0.0
169503,"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, prime, raw",355.0,16.15,0.0,31.66,0.0
169504,"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, prime, cooked, broiled",386.0,21.95,0.0,32.38,0.0
169505,"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, choice, raw",333.0,16.03,0.0,29.34,0.0
169506,"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled",370.0,20.86,0.0,31.18,0.0
169507,"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",378.0,22.5,0.0,31.28,0.0
169508,"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, select, raw",295.0,16.52,0.0,24.85,0.0
169509,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, all grades, raw",254.0,19.33,0.0,19.06,0.0
169510,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled",291.0,25.85,0.0,20.04,0.0
169511,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",341.0,22.54,0.0,27.14,0.0
169512,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, choice, raw",263.0,19.09,0.0,20.13,0.0
169513,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted",323.0,22.76,0.0,25.02,0.0
169514,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, prime, raw",335.0,16.74,0.06,29.18,0.0
169515,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, prime, cooked, broiled",354.0,24.13,0.0,27.86,0.0
169516,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, prime, cooked, roasted",411.0,22.15,0.0,35.12,0.0
169517,"Beef, round, full cut, separable lean and fat, trimmed to 1/8"" fat, select, raw",184.0,20.56,0.0,10.68,0.0
169518,"Beef, round, full cut, separable lean and fat, trimmed to 1/8"" fat, select, cooked, broiled",218.0,27.58,0.0,11.08,0.0
169519,"Beef, round, bottom round, steak, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",192.0,20.7,0.0,11.54,0.0
169520,"Beef, round, bottom round, steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised",247.0,32.76,0.0,11.87,0.0
169521,"Beef, round, bottom round, steak, separable lean and fat, trimmed to 1/8"" fat, select, cooked, braised",240.0,32.67,0.0,11.19,0.0
169522,"Beef, round, bottom round, roast, separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted",212.0,26.77,0.0,10.85,0.0
169523,"Beef, round, eye of round, roast, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",166.0,21.49,0.0,8.24,0.0
169524,"Beef, round, eye of round, roast, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",208.0,28.31,0.0,9.65,0.0
169525,"Beef, round, tip round, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",189.0,19.6,0.0,11.67,0.0
169526,"Beef, round, tip round, roast, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",219.0,27.45,0.0,11.34,0.0
169527,"Beef, round, tip round, separable lean and fat, trimmed to 1/8"" fat, choice, raw",199.0,19.48,0.0,12.83,0.0
169528,"Beef, round, tip round, roast, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",228.0,27.27,0.0,12.34,0.0
169529,"Beef, round, top round, steak, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",166.0,22.06,0.0,7.93,0.0
169530,"Beef, round, top round, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised",238.0,34.34,0.0,10.13,0.0
169531,"Beef, round, top round steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled",204.0,30.67,0.0,9.0,0.0
169532,"Beef, round, top round, steak, separable lean and fat, trimmed to 1/8"" fat, choice, raw",168.0,21.94,0.0,8.19,0.0
169533,"Beef, round, top round, steak, separable lean and fat, trimmed to 1/8"" fat, select, cooked, broiled",201.0,30.63,0.0,7.73,0.0
169534,"Beef, round, top round, separable lean and fat, trimmed to 1/8"" fat, prime, raw",173.0,22.24,0.0,8.67,0.0
169535,"Beef, round, top round, steak, separable lean and fat, trimmed to 1/8"" fat, prime, cooked, broiled",225.0,31.27,0.0,10.1,0.0
169536,"Beef, shoulder top blade steak, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",137.0,20.28,0.0,6.21,0.0
169537,"Beef, short loin, t-bone steak, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, grilled",294.0,24.21,0.0,21.13,0.0
169538,"Beef, short loin, top loin, steak, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",228.0,20.61,0.0,15.49,0.0
169539,"Beef, loin, top loin, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, grilled",264.0,26.44,0.0,16.78,0.0
169540,"Beef, loin, top loin, separable lean and fat, trimmed to 1/8"" fat, choice, raw",237.0,19.32,0.0,17.1,0.0
169541,"Beef, short loin, top loin, separable lean and fat, trimmed to 1/8"" fat, prime, cooked, broiled",310.0,25.92,0.0,22.12,0.0
169542,"Beef, tenderloin, steak, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",247.0,19.61,0.0,18.16,0.0
169543,"Beef, tenderloin, steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled",267.0,26.46,0.0,17.12,0.0
169544,"Beef, tenderloin, roast, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",324.0,23.9,0.0,24.6,0.0
169545,"Beef, tenderloin, steak, separable lean and fat, trimmed to 1/8"" fat, choice, raw",246.0,19.82,0.0,17.88,0.0
169546,"Beef, tenderloin, roast, separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted",316.0,23.9,0.0,23.7,0.0
169547,"Beef, tenderloin, separable lean and fat, trimmed to 1/8"" fat, prime, raw",274.0,18.15,0.0,21.83,0.0
169548,"Beef, tenderloin, steak, separable lean and fat, trimmed to 1/8"" fat, prime, cooked, broiled",308.0,25.26,0.0,22.21,0.0
169549,"Beef, tenderloin, roast, separable lean and fat, trimmed to 1/8"" fat, prime, cooked, roasted",343.0,24.04,0.0,26.67,0.0
169550,"Beef, top sirloin, steak, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, pan-fried",313.0,28.77,0.0,21.06,0.0
169551,"Beef, top sirloin, steak, separable lean and fat, trimmed to 1/8"" fat, select, raw",189.0,20.68,0.0,11.13,0.0
169552,"Beef, top sirloin, steak, separable lean and fat, trimmed to 1/8"" fat, select, cooked, broiled",230.0,27.12,0.0,12.71,0.0
169553,"Beef, chuck, clod roast, separable lean only, trimmed to 0"" fat, choice, cooked, roasted",171.0,25.95,0.0,6.69,0.0
169554,"Beef, flank, steak, separable lean and fat, trimmed to 0"" fat, select, cooked, broiled",183.0,27.78,0.0,7.15,0.0
169555,"Beef, brisket, flat half, separable lean and fat, trimmed to 0"" fat, select, cooked, braised",205.0,33.59,0.0,6.77,0.0
169556,"Beef, rib eye, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, select, cooked, broiled",234.0,27.95,0.0,12.71,0.0
169557,"Beef, rib eye, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",249.0,27.27,0.0,14.74,0.0
169558,"Beef, bottom sirloin, tri-tip roast, separable lean and fat, trimmed to 0"" fat, all grades, cooked, roasted",211.0,26.05,0.0,11.07,0.0
169559,"Beef, bottom sirloin, tri-tip roast, separable lean and fat, trimmed to 0"" fat, select, raw",157.0,20.64,0.0,7.68,0.0
169560,"Beef, round, top round steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",167.0,29.96,0.0,4.28,0.0
169561,"Beef, chuck, mock tender steak, separable lean only, trimmed to 0"" fat, choice, cooked, broiled",161.0,25.74,0.0,5.69,0.0
169562,"Beef, chuck, mock tender steak, separable lean only, trimmed to 0"" fat, select, cooked, broiled",157.0,26.13,0.0,5.02,0.0
169563,"Beef, flank, steak, separable lean and fat, trimmed to 0"" fat, all grades, raw",155.0,21.22,0.0,7.17,0.0
169564,"Beef, flank, steak, separable lean and fat, trimmed to 0"" fat, select, raw",145.0,21.22,0.0,6.06,0.0
169565,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean only, trimmed to 0"" fat, all grades, raw",137.0,20.61,0.0,6.01,0.0
169566,"Beef, chuck eye roast, boneless, America's Beef Roast, separable lean only, trimmed to 0"" fat, choice, raw",139.0,20.67,0.0,6.21,0.0
169567,"Beef, chuck, short ribs, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, braised",250.0,28.84,0.0,14.95,0.0
169568,"Beef, chuck, short ribs, boneless, separable lean only, trimmed to 0"" fat, select, cooked, braised",224.0,28.79,0.0,12.08,0.0
169569,"Beef, chuck, short ribs, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",240.0,28.82,0.0,13.8,0.0
169570,"Beef, brisket, flat half, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",158.0,20.57,0.0,8.45,0.0
169571,"Beef, loin, bottom sirloin butt, tri-tip roast, separable lean only, trimmed to 0"" fat, all grades, cooked, roasted",182.0,26.75,0.0,8.34,0.0
169572,"Alcoholic beverage, beer, light, BUD LIGHT",29.0,0.25,1.3,0.0,0.0
169573,"Alcoholic beverage, daiquiri, canned",125.0,0.0,15.7,0.0,0.0
169574,"Alcoholic beverage, daiquiri, prepared-from-recipe",186.0,0.06,6.94,0.06,0.1
169575,"Alcoholic beverage, beer, light, low carb",27.0,0.17,0.73,0.0,0.0
169576,"Candies, milk chocolate coated raisins",390.0,4.1,68.4,14.8,3.1
169577,"Syrups, table blends, pancake, reduced-calorie",165.0,0.0,44.55,0.0,0.0
169578,"Syrups, table blends, pancake",234.0,0.0,61.47,0.0,0.0
169579,"Candies, HERSHEY'S POT OF GOLD Almond Bar",577.0,12.82,44.89,38.46,3.8
169580,"Candies, truffles, prepared-from-recipe",510.0,6.21,44.88,33.76,2.5
169581,"Baking chocolate, MARS SNACKFOOD US, M&M's Semisweet Chocolate Mini Baking Bits",517.0,4.44,65.96,26.15,6.7
169582,"Candies, MARS SNACKFOOD US, M&M's Peanut Chocolate Candies",515.0,9.57,60.48,26.13,3.7
169583,"Candies, MARS SNACKFOOD US, M&M's Milk Chocolate Candies",492.0,4.33,71.19,21.13,2.8
169584,"Baking chocolate, MARS SNACKFOOD US, M&M's Milk Chocolate Mini Baking Bits",502.0,4.78,68.4,23.36,2.7
169585,"Candies, peanut bar",522.0,15.5,47.4,33.7,4.1
169586,"Candies, peanut brittle, prepared-from-recipe",486.0,7.57,71.24,18.98,2.5
169587,"Candies, NESTLE, RAISINETS Chocolate Covered Raisins",422.0,4.4,71.0,17.0,2.2
169588,"Candies, sesame crunch",516.0,11.6,50.3,33.3,7.7
169589,"Candies, MARS SNACKFOOD US, SNICKERS Bar",491.0,7.53,61.51,23.85,2.3
169590,"Candies, MARS SNACKFOOD US, STARBURST Fruit Chews, Original fruits",408.0,0.41,82.57,8.21,0.0
169591,"Candies, MARS SNACKFOOD US, M&M's MINIs Milk Chocolate Candies",502.0,4.78,68.4,23.36,2.7
169592,"Candies, SPECIAL DARK Chocolate Bar",556.0,5.54,60.49,32.4,6.5
169593,"Cocoa, dry powder, unsweetened",228.0,19.6,57.9,13.7,37.0
169594,"Cocoa, dry powder, unsweetened, processed with alkali",220.0,18.1,58.3,13.1,29.8
169595,"Desserts, egg custard, baked, prepared-from-recipe",104.0,5.02,11.0,4.58,0.0
169596,"Gelatin desserts, dry mix, prepared with water",60.0,1.22,14.19,0.0,0.0
